rut_origen,dv_origen,banco_origen,cuenta_origen,rut_destino,dv_destino,banco_destino,cuenta_destino,monto_transf,tipo_transf,fecha_transferencia,hora_transferencia,comentario
21132479,3,Banco de Chile,92214929,22634624,9,Banco BCI,34642315,15830,TEF,2023-11-16,16:00:00,Remuneración
16318366,0,Banco de Chile,10286264,6121260,9,Banco Estado,44874569,164106,TEF,2023-11-05,08:00:00,Préstamo
4127804,1,Banco BCI,13254428,3674502,8,Itau,28188847,199578,TEF,2023-10-14,00:00:00,Varios
18493273,6,Banco BCI,55343623,14207523,3,Banco BCI,29091666,137719,TEF,2023-11-30,10:00:00,Honorarios
3256179,K,Banco Santander,55304051,24460991,6,Banco BCI,13489944,128899,TEF,2023-10-02,06:00:00,Varios
11224684,9,Banco Estado,25544988,3123774,8,Scotiabank,84348316,240165,TEF,2023-11-17,06:00:00,Préstamo
6132021,3,Scotiabank,48758802,18102882,8,Banco Estado,99961942,33146,TEF,2023-11-14,06:00:00,Devolución
10963911,9,Scotiabank,86353960,6121260,9,Banco Estado,44874569,94356,TEF,2023-10-07,17:00:00,Varios
23748217,9,Banco Estado,71543185,2749261,8,Scotiabank,31739090,179674,TEF,2023-10-10,16:00:00,Abono
1435990,2,Scotiabank,86968393,6966280,2,Banco BCI,97604634,44391,TEF,2023-11-21,07:00:00,Honorarios
15616698,1,Itau,37005110,9009658,1,Banco BCI,45925741,80756,TEF,2023-11-29,13:00:00,Devolución
5149447,1,Banco de Chile,24070953,2045996,K,Banco BCI,86568424,220775,TEF,2023-10-03,04:00:00,Pago
11255375,1,Scotiabank,73657910,2153983,7,Itau,72817147,42518,TEF,2023-11-15,06:00:00,Préstamo
5699233,2,Banco Estado,75880180,10427164,K,Banco Estado,22839294,61429,TEF,2023-10-18,09:00:00,Préstamo
7336490,9,Scotiabank,69106845,15706861,1,Banco BCI,84550765,225901,TEF,2023-11-02,14:00:00,Préstamo
11172315,5,Itau,80848735,16746362,0,Itau,12766955,17936,TEF,2023-11-07,19:00:00,Préstamo
15229451,6,Banco de Chile,40348420,3401008,6,Itau,76286627,187859,TEF,2023-10-29,11:00:00,Varios
14698093,0,Banco de Chile,78609890,17258195,8,Banco Santander,76637965,61794,TEF,2023-10-29,08:00:00,Honorarios
10048995,4,Itau,69841928,24392711,3,Banco Estado,83204874,50292,TEF,2023-10-22,05:00:00,Varios
2065647,2,Banco Santander,42808793,3730450,9,Banco de Chile,67245332,46911,TEF,2023-10-10,16:00:00,Préstamo
22949551,8,Banco de Chile,60324180,18145700,3,Banco Santander,17204734,234435,TEF,2023-10-09,17:00:00,Varios
19913677,0,Scotiabank,47799876,22603528,K,Banco de Chile,33140897,151809,TEF,2023-10-31,05:00:00,Abono
20781373,2,Banco Santander,45411287,2821547,9,Itau,51900637,5352,TEF,2023-10-12,14:00:00,Servicios
11173950,3,Banco Santander,29140674,2334579,7,Banco BCI,34754226,223656,TEF,2023-10-06,05:00:00,Servicios
17292171,3,Banco Santander,52873893,19181182,0,Banco de Chile,61414285,144500,TEF,2023-10-19,20:00:00,Servicios
16668723,9,Banco BCI,49160017,16716774,9,Banco Estado,20093030,90491,TEF,2023-11-18,05:00:00,Servicios
3649093,K,Banco de Chile,37567987,10131441,9,Banco BCI,22009608,226557,TEF,2023-10-25,07:00:00,Servicios
15538587,5,Banco Santander,94565579,16600022,6,Banco de Chile,67431820,27722,TEF,2023-10-10,05:00:00,Honorarios
16368297,1,Banco BCI,40736795,21244412,1,Scotiabank,85009141,134898,TEF,2023-10-26,06:00:00,Devolución
4782517,2,Scotiabank,87173011,23545789,3,Banco de Chile,20974417,180368,TEF,2023-11-02,18:00:00,Varios
14350168,2,Banco BCI,66507093,21288587,9,Banco de Chile,12401036,79166,TEF,2023-11-23,19:00:00,Pago
4922016,K,Banco de Chile,75269632,17258195,8,Banco Santander,76637965,75835,TEF,2023-11-11,14:00:00,Abono
2153983,7,Itau,72817147,3668183,9,Scotiabank,93423139,83381,TEF,2023-11-18,00:00:00,Devolución
20690065,K,Itau,34493388,23711392,5,Banco Estado,63871509,150317,TEF,2023-11-29,23:00:00,Servicios
12098568,8,Banco BCI,41242982,15372511,3,Itau,14671369,99078,TEF,2023-10-23,17:00:00,Honorarios
2481925,9,Itau,86042966,3277775,9,Banco de Chile,92844055,41251,TEF,2023-10-23,18:00:00,Remuneración
19068039,5,Banco Santander,70940675,21457017,4,Itau,84084529,231558,TEF,2023-11-27,11:00:00,Pago
11361429,0,Itau,74446211,19635327,3,Itau,76007063,85871,TEF,2023-10-15,21:00:00,Varios
3878813,7,Banco BCI,65132986,11630410,9,Banco BCI,36701200,213796,TEF,2023-10-11,16:00:00,Varios
11172315,5,Itau,80848735,21045174,5,Banco Santander,35639835,158692,TEF,2023-11-23,13:00:00,Abono
12264150,5,Scotiabank,91161669,14147799,5,Itau,52952928,226599,TEF,2023-11-19,06:00:00,Préstamo
24257235,7,Scotiabank,32552346,24416288,0,Banco de Chile,82785269,237289,TEF,2023-10-06,14:00:00,Varios
2650616,1,Scotiabank,71741664,3884675,8,Banco BCI,88394636,210707,TEF,2023-10-20,14:00:00,Varios
17758674,1,Scotiabank,28748226,10648063,1,Scotiabank,35730351,111475,TEF,2023-11-22,08:00:00,Honorarios
21848740,K,Banco de Chile,73846710,9833289,3,Scotiabank,26118889,146305,TEF,2023-11-05,21:00:00,Abono
21504295,7,Banco Estado,69906996,11115920,0,Banco de Chile,95079305,170398,TEF,2023-11-01,02:00:00,Honorarios
10395898,9,Banco Santander,97901298,5031341,7,Banco de Chile,24535951,185462,TEF,2023-10-13,22:00:00,Honorarios
15196992,9,Banco de Chile,23887068,21497769,4,Scotiabank,29029698,56043,TEF,2023-11-27,13:00:00,Pago
11253180,5,Banco de Chile,45525149,5295434,2,Scotiabank,60851139,77325,TEF,2023-11-10,08:00:00,Pago
22356055,1,Banco BCI,26149580,15267359,K,Banco Estado,89975010,220608,TEF,2023-11-30,02:00:00,Pago
11973713,3,Banco Estado,69023307,5652977,0,Banco BCI,56687830,79625,TEF,2023-10-05,11:00:00,Honorarios
5796695,0,Scotiabank,20330397,17086344,K,Banco BCI,63972545,129496,TEF,2023-10-23,13:00:00,Abono
17461598,9,Banco BCI,58920720,5538460,7,Banco BCI,32668108,9307,TEF,2023-11-17,16:00:00,Abono
4146256,4,Banco Santander,54178486,18210553,7,Itau,82044596,93749,TEF,2023-11-30,23:00:00,Remuneración
14696470,8,Itau,18431902,10395898,9,Banco Santander,97901298,222994,TEF,2023-10-11,06:00:00,Abono
23275835,1,Itau,85156146,13042519,6,Banco Santander,66072084,203714,TEF,2023-10-10,08:00:00,Remuneración
6204496,1,Scotiabank,79598162,20408995,0,Scotiabank,57807519,207099,TEF,2023-10-27,07:00:00,Varios
21288587,9,Banco de Chile,12401036,21045174,5,Banco Santander,35639835,238607,TEF,2023-11-07,01:00:00,Honorarios
13843164,3,Banco de Chile,19404392,19213854,0,Banco Estado,93571464,164631,TEF,2023-11-25,11:00:00,Pago
19987140,7,Banco BCI,54137766,14463629,9,Banco Santander,49853421,182754,TEF,2023-11-13,12:00:00,Honorarios
5683730,3,Banco de Chile,16355969,5739928,7,Itau,63541984,56562,TEF,2023-10-01,13:00:00,Préstamo
22861173,9,Banco de Chile,77246427,18210553,7,Itau,82044596,216121,TEF,2023-11-09,21:00:00,Servicios
21441768,2,Scotiabank,43092193,16246526,8,Banco BCI,31755214,10061,TEF,2023-11-09,18:00:00,Honorarios
8281568,6,Scotiabank,52925399,18995510,1,Banco de Chile,94076677,138527,TEF,2023-10-01,09:00:00,Servicios
24955901,6,Banco Santander,79614092,4838080,4,Banco Estado,66586327,101227,TEF,2023-11-24,09:00:00,Devolución
10435125,3,Scotiabank,70086976,1035437,7,Banco Estado,90044583,124575,TEF,2023-11-19,00:00:00,Pago
8289971,4,Scotiabank,33908037,24129380,7,Banco BCI,18707925,12970,TEF,2023-11-24,15:00:00,Pago
21570179,0,Banco Santander,46609830,8887924,8,Banco Santander,37978048,7720,TEF,2023-11-29,18:00:00,Pago
11361429,0,Itau,74446211,21045174,5,Banco Santander,35639835,102140,TEF,2023-11-15,15:00:00,Varios
13978727,4,Banco Santander,62343811,8077328,0,Scotiabank,65427699,144384,TEF,2023-10-07,09:00:00,Honorarios
11635038,8,Banco de Chile,36323839,7588872,9,Scotiabank,60817143,120196,TEF,2023-11-15,00:00:00,Préstamo
1623598,8,Banco de Chile,91493688,13711500,0,Banco BCI,29192776,66126,TEF,2023-10-23,02:00:00,Servicios
24429513,6,Banco Santander,72129827,12365077,4,Banco BCI,95211622,116968,TEF,2023-10-27,08:00:00,Pago
14826880,7,Banco de Chile,97809327,2569568,8,Banco Estado,44955973,104978,TEF,2023-11-04,10:00:00,Devolución
10131441,9,Banco BCI,22009608,4909796,8,Banco BCI,32038230,113696,TEF,2023-10-26,11:00:00,Honorarios
9598496,6,Banco BCI,50845472,21497769,4,Scotiabank,29029698,51053,TEF,2023-11-01,05:00:00,Abono
6459808,1,Banco de Chile,91357995,5675831,5,Itau,86319476,84209,TEF,2023-11-18,19:00:00,Varios
19349074,7,Scotiabank,38372261,15717822,1,Banco Santander,84087857,226452,TEF,2023-10-02,08:00:00,Pago
16874241,3,Banco Santander,20144845,1600033,9,Banco de Chile,64441259,144036,TEF,2023-11-28,05:00:00,Honorarios
21103031,4,Itau,21483275,14282831,1,Scotiabank,58386509,227934,TEF,2023-10-25,17:00:00,Honorarios
2974424,7,Banco Santander,29076817,16158069,4,Banco de Chile,41620473,240368,TEF,2023-11-06,10:00:00,Servicios
23634801,3,Banco Estado,96319163,18972712,4,Itau,89249002,118420,TEF,2023-11-02,17:00:00,Devolución
8113196,6,Banco de Chile,97049453,18965210,1,Scotiabank,26431214,153116,TEF,2023-10-31,00:00:00,Servicios
13260750,3,Itau,43542150,21848740,K,Banco de Chile,73846710,138110,TEF,2023-11-17,18:00:00,Servicios
17447708,8,Scotiabank,99356519,4539550,8,Itau,53813411,211450,TEF,2023-11-15,00:00:00,Servicios
14106894,2,Scotiabank,99227830,9909626,K,Scotiabank,45777787,9952,TEF,2023-10-24,17:00:00,Servicios
22058055,7,Banco Estado,63115324,1115540,1,Banco Santander,32197633,79481,TEF,2023-10-13,07:00:00,Honorarios
5149447,1,Banco de Chile,24070953,20906572,0,Banco de Chile,96403529,133668,TEF,2023-10-01,22:00:00,Honorarios
11224684,9,Banco Estado,25544988,12901911,9,Banco Estado,58716752,69627,TEF,2023-10-28,13:00:00,Varios
20924807,5,Scotiabank,33263750,11814698,7,Itau,26539249,116324,TEF,2023-11-30,04:00:00,Varios
10576686,4,Banco de Chile,13845496,13581647,5,Banco BCI,13062785,133761,TEF,2023-10-20,22:00:00,Varios
17143391,1,Banco de Chile,70879960,1035437,7,Banco Estado,90044583,59981,TEF,2023-11-10,11:00:00,Abono
9393195,2,Banco BCI,85103794,14766465,7,Scotiabank,54435997,25067,TEF,2023-10-12,20:00:00,Servicios
17288798,6,Itau,16155610,24560942,3,Itau,77765135,16044,TEF,2023-10-07,03:00:00,Devolución
19386578,4,Scotiabank,29029302,19348672,4,Banco de Chile,58933853,244608,TEF,2023-10-21,19:00:00,Préstamo
9581614,6,Banco de Chile,10125199,14038943,7,Banco Estado,45667549,182042,TEF,2023-11-19,17:00:00,Préstamo
6528316,6,Banco BCI,78385026,4909796,8,Banco BCI,32038230,205419,TEF,2023-10-25,09:00:00,Remuneración
24996138,2,Banco de Chile,64244771,9290968,4,Scotiabank,34524738,105887,TEF,2023-11-23,23:00:00,Pago
10124391,7,Banco de Chile,76632921,20761327,8,Scotiabank,39595188,182846,TEF,2023-10-03,05:00:00,Honorarios
0,7,Scotiabank,59282510,18595884,K,Scotiabank,14668110,221886,TEF,2023-11-05,19:00:00,Honorarios
2650616,1,Scotiabank,71741664,7077592,1,Banco de Chile,34566762,130968,TEF,2023-11-07,07:00:00,Remuneración
23569023,4,Itau,83674809,9102728,1,Scotiabank,29237685,7269,TEF,2023-10-23,12:00:00,Devolución
16633209,0,Banco BCI,99742725,16738734,8,Banco de Chile,62742696,224361,TEF,2023-11-13,01:00:00,Honorarios
23310150,7,Banco de Chile,18417862,17280563,0,Banco de Chile,77421100,26537,TEF,2023-10-11,03:00:00,Remuneración
1583997,9,Banco BCI,71596417,14106894,2,Scotiabank,99227830,36944,TEF,2023-10-13,01:00:00,Honorarios
15383307,5,Banco Estado,55620627,13585214,5,Itau,18353700,11808,TEF,2023-10-21,11:00:00,Pago
14496767,6,Itau,76714171,15228947,9,Banco Estado,49187613,64620,TEF,2023-10-31,17:00:00,Abono
14826880,7,Banco de Chile,97809327,22861173,9,Banco de Chile,77246427,71118,TEF,2023-10-15,22:00:00,Pago
10941594,K,Banco BCI,25141919,15670529,K,Itau,71032216,9340,TEF,2023-10-31,04:00:00,Devolución
6791079,4,Banco BCI,88784145,15884339,7,Banco BCI,76417088,11208,TEF,2023-11-24,03:00:00,Devolución
12993256,K,Banco de Chile,52578458,15654705,1,Banco Estado,55764523,243793,TEF,2023-11-28,15:00:00,Abono
14914045,1,Banco de Chile,81425950,7970330,8,Banco Santander,96030241,177464,TEF,2023-10-05,15:00:00,Varios
15196992,9,Banco de Chile,23887068,9568900,5,Banco BCI,57052332,50884,TEF,2023-10-08,00:00:00,Devolución
2488462,4,Itau,39413131,20699465,9,Banco Estado,72949946,122289,TEF,2023-10-16,22:00:00,Remuneración
19068039,5,Banco Santander,70940675,22603528,K,Banco de Chile,33140897,203536,TEF,2023-11-14,23:00:00,Pago
9102728,1,Scotiabank,29237685,8158607,5,Banco Santander,96546927,111506,TEF,2023-10-13,12:00:00,Honorarios
17704279,9,Banco de Chile,39212630,2590644,5,Banco BCI,94790654,182704,TEF,2023-11-01,17:00:00,Servicios
11351962,0,Itau,13627650,18102882,8,Banco Estado,99961942,50129,TEF,2023-11-10,18:00:00,Servicios
9585818,1,Banco de Chile,90143744,16600022,6,Banco de Chile,67431820,16613,TEF,2023-10-29,05:00:00,Préstamo
19706620,9,Scotiabank,32479762,15590955,8,Banco de Chile,51268876,22776,TEF,2023-11-13,19:00:00,Devolución
15407474,4,Scotiabank,41476503,15081316,3,Banco de Chile,92762291,208592,TEF,2023-11-16,07:00:00,Varios
21504295,7,Banco Estado,69906996,16633209,0,Banco BCI,99742725,180433,TEF,2023-10-07,01:00:00,Servicios
21685751,3,Banco de Chile,52518525,19908043,2,Banco de Chile,50851872,93905,TEF,2023-10-25,22:00:00,Servicios
2458163,7,Banco BCI,57457984,18239762,2,Itau,38065136,134683,TEF,2023-10-01,09:00:00,Remuneración
20086503,9,Banco Santander,39988072,19349074,7,Scotiabank,38372261,50111,TEF,2023-10-11,16:00:00,Pago
9352937,8,Scotiabank,67051633,11933813,3,Itau,78523049,58802,TEF,2023-11-23,11:00:00,Remuneración
11026463,9,Banco Estado,17999957,6121260,9,Banco Estado,44874569,101432,TEF,2023-11-08,23:00:00,Varios
3277775,9,Banco de Chile,92844055,15480234,3,Banco Estado,97389161,63528,TEF,2023-11-09,20:00:00,Varios
15407474,4,Scotiabank,41476503,10131441,9,Banco BCI,22009608,194078,TEF,2023-10-31,16:00:00,Servicios
10613926,7,Banco BCI,11882915,1278601,2,Itau,33816041,22224,TEF,2023-10-08,03:00:00,Servicios
19149171,9,Banco BCI,67522269,8214804,4,Banco Santander,55843600,199526,TEF,2023-11-09,12:00:00,Servicios
4782517,2,Scotiabank,87173011,1435990,2,Scotiabank,86968393,66668,TEF,2023-11-23,07:00:00,Varios
12478927,4,Banco de Chile,90185883,6599519,3,Banco de Chile,71593419,137986,TEF,2023-10-31,16:00:00,Servicios
23157877,3,Scotiabank,50673815,6132021,3,Scotiabank,48758802,121891,TEF,2023-11-22,18:00:00,Devolución
5984568,5,Banco BCI,66215666,13760627,8,Scotiabank,22224077,105169,TEF,2023-10-31,14:00:00,Abono
12753266,0,Scotiabank,73187435,17801135,9,Scotiabank,85550811,203870,TEF,2023-10-22,20:00:00,Remuneración
8034166,0,Banco BCI,24445732,3722424,K,Banco BCI,46689303,62119,TEF,2023-10-31,05:00:00,Pago
17772400,8,Scotiabank,98049351,5230313,2,Banco Santander,59314720,115387,TEF,2023-10-31,04:00:00,Varios
15654705,1,Banco Estado,55764523,9909626,K,Scotiabank,45777787,108831,TEF,2023-10-25,19:00:00,Servicios
21129641,1,Banco Estado,53146891,20989159,6,Scotiabank,32324544,27693,TEF,2023-11-07,08:00:00,Varios
6211628,8,Banco Estado,75791676,1494826,9,Banco Estado,21111375,131108,TEF,2023-10-20,00:00:00,Remuneración
19089995,9,Scotiabank,83151371,18750839,6,Scotiabank,83302827,158184,TEF,2023-10-08,15:00:00,Préstamo
19739397,0,Banco Estado,55766488,20781373,2,Banco Santander,45411287,235119,TEF,2023-11-18,00:00:00,Servicios
7933466,6,Banco BCI,75843283,17774371,4,Banco de Chile,33210338,37620,TEF,2023-10-15,00:00:00,Varios
23182975,5,Banco de Chile,17440441,18691955,2,Banco de Chile,99854864,228058,TEF,2023-11-29,23:00:00,Servicios
1233555,8,Banco de Chile,32140828,12164599,4,Banco BCI,29922556,7054,TEF,2023-10-09,02:00:00,Servicios
23539970,3,Scotiabank,81884752,16471483,1,Banco Estado,50059005,236990,TEF,2023-10-27,00:00:00,Devolución
22281425,6,Itau,18000250,5150524,7,Scotiabank,47297585,182011,TEF,2023-11-29,18:00:00,Servicios
10124391,7,Banco de Chile,76632921,7573134,0,Banco Santander,86530782,202693,TEF,2023-11-10,17:00:00,Remuneración
16246526,8,Banco BCI,31755214,22993183,3,Banco Estado,16042234,47646,TEF,2023-10-19,00:00:00,Honorarios
4983989,8,Banco Santander,54167113,20683352,6,Banco Estado,63359364,247130,TEF,2023-10-26,08:00:00,Devolución
3777701,1,Itau,47604951,16271242,1,Banco Santander,13867227,180356,TEF,2023-10-31,22:00:00,Varios
16271242,1,Banco Santander,13867227,14802486,1,Banco Estado,42039639,121994,TEF,2023-10-13,18:00:00,Servicios
8237786,1,Banco BCI,47583313,10298810,6,Scotiabank,72604846,117886,TEF,2023-11-14,19:00:00,Devolución
9585818,1,Banco de Chile,90143744,24395848,3,Itau,42091376,122296,TEF,2023-10-31,12:00:00,Pago
9833289,3,Scotiabank,26118889,16596318,6,Scotiabank,52706868,244754,TEF,2023-11-25,02:00:00,Varios
8158607,5,Banco Santander,96546927,8554136,5,Banco Santander,44127847,202291,TEF,2023-10-17,07:00:00,Remuneración
22816153,7,Banco Santander,95804289,13260750,3,Itau,43542150,31541,TEF,2023-10-06,08:00:00,Pago
22300747,4,Scotiabank,18844003,11973713,3,Banco Estado,69023307,132463,TEF,2023-11-30,13:00:00,Honorarios
16271242,1,Banco Santander,13867227,19290305,4,Scotiabank,57040617,221778,TEF,2023-10-28,23:00:00,Remuneración
8662981,6,Itau,44978170,24935600,K,Banco Estado,58153683,78350,TEF,2023-10-09,06:00:00,Préstamo
1057209,9,Scotiabank,69108181,12525502,1,Banco BCI,78942239,109631,TEF,2023-10-27,18:00:00,Pago
13978185,5,Banco BCI,49323403,22634624,9,Banco BCI,34642315,156916,TEF,2023-11-19,06:00:00,Préstamo
7016072,4,Scotiabank,48882053,2315458,K,Scotiabank,53170649,170956,TEF,2023-11-03,08:00:00,Servicios
21386671,9,Banco BCI,79423908,21129641,1,Banco Estado,53146891,128948,TEF,2023-11-29,16:00:00,Servicios
13528291,1,Banco Santander,36136020,1087252,8,Banco Estado,43157897,87952,TEF,2023-10-02,17:00:00,Honorarios
21891583,8,Banco de Chile,83027622,19077505,3,Scotiabank,78448409,247616,TEF,2023-11-11,11:00:00,Devolución
19149171,9,Banco BCI,67522269,24616359,8,Banco Estado,51965962,30834,TEF,2023-11-21,15:00:00,Devolución
17954689,1,Itau,59638978,11037166,1,Banco Santander,77201017,107858,TEF,2023-10-12,12:00:00,Abono
17466398,8,Banco BCI,37277221,9309505,0,Scotiabank,29943980,9396,TEF,2023-10-25,00:00:00,Préstamo
23545789,3,Banco de Chile,20974417,24593518,7,Itau,41474128,248046,TEF,2023-10-10,19:00:00,Abono
18178470,K,Banco Santander,67236264,5056648,7,Itau,13157749,222835,TEF,2023-10-07,17:00:00,Varios
13843164,3,Banco de Chile,19404392,22292996,7,Banco de Chile,10285244,173225,TEF,2023-11-19,11:00:00,Abono
9544801,8,Banco de Chile,81561459,11361429,0,Itau,74446211,68933,TEF,2023-11-14,07:00:00,Préstamo
13778456,4,Banco BCI,80818026,24890689,3,Banco de Chile,26148864,146848,TEF,2023-11-09,20:00:00,Devolución
23124630,K,Itau,77410400,14350168,2,Banco BCI,66507093,86915,TEF,2023-10-30,12:00:00,Pago
9309505,0,Scotiabank,29943980,24928352,0,Banco BCI,73310077,32077,TEF,2023-11-25,04:00:00,Honorarios
14106894,2,Scotiabank,99227830,6599519,3,Banco de Chile,71593419,167997,TEF,2023-11-20,00:00:00,Devolución
4838080,4,Banco Estado,66586327,20986864,0,Banco Santander,34617175,144303,TEF,2023-10-05,02:00:00,Pago
19349074,7,Scotiabank,38372261,2642854,5,Banco BCI,20697412,95023,TEF,2023-10-13,00:00:00,Servicios
16728825,K,Itau,74576352,18178470,K,Banco Santander,67236264,243382,TEF,2023-10-03,15:00:00,Honorarios
12318715,4,Banco de Chile,79174977,10440429,8,Banco Estado,17539762,60801,TEF,2023-11-08,20:00:00,Pago
20289789,2,Banco Santander,37172348,23711392,5,Banco Estado,63871509,238186,TEF,2023-11-05,18:00:00,Pago
9909626,K,Scotiabank,45777787,11297721,0,Itau,58258449,86296,TEF,2023-11-27,19:00:00,Varios
9581614,6,Banco de Chile,10125199,15538587,5,Banco Santander,94565579,151656,TEF,2023-10-16,23:00:00,Varios
19457945,9,Banco BCI,68008290,13886707,1,Banco de Chile,88025689,55446,TEF,2023-11-23,10:00:00,Honorarios
24890689,3,Banco de Chile,26148864,4534059,4,Banco de Chile,72250874,163579,TEF,2023-11-20,09:00:00,Préstamo
23441315,2,Banco Estado,84058636,22390837,7,Banco Estado,52278172,95187,TEF,2023-10-16,12:00:00,Préstamo
23199638,K,Banco Estado,91585259,9751606,3,Itau,69988250,112061,TEF,2023-11-26,22:00:00,Varios
16954312,2,Banco BCI,39090900,23809668,5,Itau,69743199,29486,TEF,2023-10-30,00:00:00,Honorarios
6599519,3,Banco de Chile,71593419,11973713,3,Banco Estado,69023307,179346,TEF,2023-10-22,21:00:00,Varios
9817757,K,Scotiabank,42988731,17387560,0,Banco BCI,35953575,176011,TEF,2023-11-16,00:00:00,Devolución
22356055,1,Banco BCI,26149580,14090185,K,Itau,60632079,162826,TEF,2023-10-22,08:00:00,Devolución
6352106,4,Scotiabank,33636850,5492656,9,Banco Santander,91062590,192320,TEF,2023-10-15,15:00:00,Devolución
8804872,4,Banco BCI,63669770,1278601,2,Itau,33816041,151623,TEF,2023-11-16,11:00:00,Honorarios
4729572,2,Banco de Chile,71864146,22634624,9,Banco BCI,34642315,69854,TEF,2023-11-17,07:00:00,Abono
12866177,3,Banco Santander,86562921,11454493,3,Banco Estado,32653872,196138,TEF,2023-10-15,07:00:00,Pago
5623126,3,Banco Santander,31517120,8662981,6,Itau,44978170,28972,TEF,2023-11-17,17:00:00,Varios
4804670,8,Banco BCI,47810127,12935564,3,Banco BCI,69478770,222969,TEF,2023-11-10,08:00:00,Pago
11718886,5,Itau,17351384,20781373,2,Banco Santander,45411287,18823,TEF,2023-10-02,08:00:00,Honorarios
13006853,5,Scotiabank,17900013,20052593,6,Banco de Chile,26945941,161218,TEF,2023-10-24,09:00:00,Honorarios
9287910,7,Banco de Chile,55799497,20408995,0,Scotiabank,57807519,136197,TEF,2023-10-19,15:00:00,Abono
14350168,2,Banco BCI,66507093,11630410,9,Banco BCI,36701200,221324,TEF,2023-10-15,02:00:00,Servicios
12352898,3,Banco Santander,38001344,14496767,6,Itau,76714171,207685,TEF,2023-11-15,11:00:00,Préstamo
21457017,4,Itau,84084529,10941594,K,Banco BCI,25141919,229480,TEF,2023-11-09,06:00:00,Servicios
24746758,K,Scotiabank,45457574,19403779,5,Banco de Chile,99451223,185449,TEF,2023-11-05,02:00:00,Servicios
9708706,3,Itau,50137419,2877153,8,Scotiabank,39980414,207588,TEF,2023-10-27,19:00:00,Devolución
12022830,9,Banco Santander,30941568,8887924,8,Banco Santander,37978048,199481,TEF,2023-10-19,18:00:00,Devolución
17801135,9,Scotiabank,85550811,20761327,8,Scotiabank,39595188,227176,TEF,2023-11-07,06:00:00,Pago
15942020,2,Banco de Chile,91093016,3649093,K,Banco de Chile,37567987,24730,TEF,2023-10-19,09:00:00,Servicios
22058055,7,Banco Estado,63115324,2108528,1,Scotiabank,88716311,129911,TEF,2023-11-20,15:00:00,Pago
20511133,8,Banco BCI,44257456,9378960,2,Banco Santander,25073273,20237,TEF,2023-11-23,05:00:00,Varios
17479384,3,Itau,76529671,13885533,4,Banco de Chile,28030995,170467,TEF,2023-10-29,07:00:00,Varios
11361429,0,Itau,74446211,12297641,6,Banco BCI,61445519,211166,TEF,2023-10-03,16:00:00,Devolución
3108478,3,Banco Estado,74754628,16633209,0,Banco BCI,99742725,21742,TEF,2023-10-13,14:00:00,Honorarios
14207523,3,Banco BCI,29091666,11173950,3,Banco Santander,29140674,67202,TEF,2023-10-08,06:00:00,Pago
8748135,0,Itau,52677898,4964860,1,Scotiabank,96188675,63866,TEF,2023-11-02,16:00:00,Devolución
5652977,0,Banco BCI,56687830,20895443,0,Banco BCI,19783413,160285,TEF,2023-10-29,10:00:00,Devolución
16328529,7,Scotiabank,93009551,14768772,K,Itau,99427035,76602,TEF,2023-10-04,08:00:00,Préstamo
17280563,0,Banco de Chile,77421100,11351962,0,Itau,13627650,144189,TEF,2023-11-15,13:00:00,Servicios
16746362,0,Itau,12766955,3310365,4,Banco Estado,82416274,168574,TEF,2023-11-05,11:00:00,Abono
12935564,3,Banco BCI,69478770,19068039,5,Banco Santander,70940675,134113,TEF,2023-11-06,17:00:00,Honorarios
24072633,4,Banco Santander,72788078,15944004,8,Banco BCI,28827648,241860,TEF,2023-10-27,09:00:00,Abono
9038969,1,Banco de Chile,98801969,3889046,9,Banco de Chile,79763278,245780,TEF,2023-11-02,09:00:00,Honorarios
15042758,7,Banco Santander,73850642,2602873,5,Scotiabank,43738767,100164,TEF,2023-10-26,18:00:00,Pago
4357794,6,Itau,83386797,21510757,6,Banco de Chile,75608539,27902,TEF,2023-10-10,02:00:00,Servicios
7970330,8,Banco Santander,96030241,19977419,2,Scotiabank,78586810,15152,TEF,2023-10-17,07:00:00,Honorarios
4838080,4,Banco Estado,66586327,9661926,5,Itau,37813131,151074,TEF,2023-10-09,12:00:00,Remuneración
21434603,8,Banco de Chile,53013916,14831440,4,Itau,48478504,75373,TEF,2023-10-24,15:00:00,Préstamo
11297721,0,Itau,58258449,11635038,8,Banco de Chile,36323839,98421,TEF,2023-10-06,23:00:00,Préstamo
17798136,0,Scotiabank,82263211,8941612,0,Banco Estado,85560631,99710,TEF,2023-10-26,02:00:00,Varios
4930957,9,Banco de Chile,77315937,11061752,6,Banco Estado,39527464,166208,TEF,2023-11-25,06:00:00,Devolución
19703541,8,Itau,45184295,19970812,6,Scotiabank,23732451,88842,TEF,2023-11-19,01:00:00,Honorarios
22574023,2,Itau,63805958,13794909,3,Itau,96128634,76635,TEF,2023-10-12,10:00:00,Devolución
20467709,2,Banco de Chile,75400097,19093583,0,Itau,69083761,164870,TEF,2023-10-21,20:00:00,Remuneración
19348672,4,Banco de Chile,58933853,3057692,0,Scotiabank,25737541,229459,TEF,2023-11-08,14:00:00,Varios
14706341,5,Banco BCI,49339212,14389384,5,Banco de Chile,41889832,25583,TEF,2023-11-16,15:00:00,Remuneración
2276664,1,Banco BCI,82812143,22603528,K,Banco de Chile,33140897,109417,TEF,2023-10-30,04:00:00,Remuneración
